Country,Rater_id,Dish name,Model,Generation_count,Would you associate the dish_name with your home and/or culture?,How familiar are you with the dish_name?,Is this an image of food?,Is this an image of the dish_name,Please rate quality of the image,"In your opinion, how closely does this image match what you’d expect an image of the dish_name to be?",Please provide an explanation for your answer ( especially important if the image doesn't resemble the dish in question),What do you see in the image? ( if this is not an image of food you can submit the form after answering this question),Please check any of the below that apply; presentation of the dish,Please check any of the below that apply; utensils,Please check any of the below that apply; background,Please check any of the below that apply; others,Familiarity_level,Image_match,Good_quality,Gross,Vomit,Disgusting,Rotten,Ugly,Burnt,Burned,Unappealing,Poop,Dung,Stale,Trash,Dirt,Horrible,Hideous,Unappetising,Disturbing,Unappetising_combined
Cameroon,2,684: Nyamangoro/ Congo meat/ Slowboys,Dalle3,1.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,I see beef in the dish,,The dish is shown served in a way that I’m used to,The utensils are incorrect,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,684: Nyamangoro/ Congo meat/ Slowboys,Dalle3,2.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,684: Nyamangoro/ Congo meat/ Slowboys,Dalle3,3.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,This dish is a vegetable dish,,The dish should be served on plate but it is not shown on a plate here,There should be no utensils,The dish is shown served in a setting that I would not expect,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,684: Nyamangoro/ Congo meat/ Slowboys,Dalle3,4.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish should be served on plate but it is not shown on a plate here,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,73 : Mbongo tchobi,Dalle3,0.0,No,Not familiar at all,No,,5.0,,,It is not a food,,,,,Not familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,2,73 : Mbongo tchobi,Dalle3,1.0,No,Not familiar at all,No,,4.0,,,I see a mixture of things that can't be eaten,,,,,Not familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,2,73 : Mbongo tchobi,Dalle3,2.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,The utensils are correct,"The dish is shown served on a weird background, The dish is shown served in a setting that I would expect",This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,73 : Mbongo tchobi,Dalle3,3.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish should be served on plate but it is not shown on a plate here,The utensils are incorrect,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,73 : Mbongo tchobi,Dalle3,4.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish should be served on plate but it is not shown on a plate here,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,592 : Sauce Foléré,Dalle3,0.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are incorrect,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,592 : Sauce Foléré,Dalle3,1.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served on plate but it is not typically eaten on a plate,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,592 : Sauce Foléré,Dalle3,2.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,The utensils are correct,"The dish is shown served on a weird background, The dish is shown served in a setting that I would expect",This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,592 : Sauce Foléré,Dalle3,3.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,The utensils are incorrect,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,592 : Sauce Foléré,Dalle3,4.0,No,Not familiar at all,No,,5.0,,,"In this image, i don't see a food",,,,,Not familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,2,589 : Nékoo,Dalle3,0.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served on plate but it is not typically eaten on a plate,The utensils are incorrect,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,589 : Nékoo,Dalle3,1.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,The utensils are incorrect,The image has one or more people in it and I can see their face(s),This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,589 : Nékoo,Dalle3,2.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are incorrect,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,589 : Nékoo,Dalle3,3.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish should be served on plate but it is not shown on a plate here,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,589 : Nékoo,Dalle3,4.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish should be served on plate but it is not shown on a plate here,"The utensils are correct, There should be utensils",The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,706 : Masa / Maca,Dalle3,0.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,706 : Masa / Maca,Dalle3,1.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,There should be no utensils,"The dish is shown served on a weird background, The dish is shown served in a setting that I would not expect",This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,706 : Masa / Maca,Dalle3,2.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,"The dish should be served on plate but it is not shown on a plate here, The dish is shown served on plate but it is not typically eaten on a plate",There should be no utensils,"The dish is shown served on a weird background, The dish is shown served in a setting that I would not expect",This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,706 : Masa / Maca,Dalle3,3.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served on a weird background,,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,2,706 : Masa / Maca,Dalle3,4.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish should be served on plate but it is not shown on a plate here,"The utensils are correct, There should be utensils",The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,591 : Kelen kelen,Dalle3,0.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,591 : Kelen kelen,Dalle3,1.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish should be served on plate but it is not shown on a plate here,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Cameroon,2,591 : Kelen kelen,Dalle3,2.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
